id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23639,Waimea Bay North Shore Ocean Front (with AC),93320,Andy,Honolulu,North Shore Oahu,21.63956,-158.06234,Entire home/apt,411,4,33,2020-09-07,0.43,1,214
23814,HawaiianJungleHangout,94828,Liz,Hawaii,Puna,19.55296,-154.96262,Entire home/apt,95,3,287,2020-03-14,2.29,2,345
24119,Hawaiian Jungle Hut,94828,Liz,Hawaii,Puna,19.55797,-154.96773,Private room,58,3,146,2020-02-03,1.14,2,365
24500,Great 1 Bdrm Across fr Beach OceanView! Start $129,99312,Romelle,Maui,Kihei-Makena,20.7191,-156.44511,Entire home/apt,149,2,266,2020-03-23,2.14,1,225
27240,Sunset Suite - steps to the ocean,116808,Dominique,Maui,Kihei-Makena,20.74076,-156.45547,Entire home/apt,169,4,176,2020-03-19,2.25,4,41
28106,"Honomu Inn, the gateway to Akaka Falls",121023,Amy,Hawaii,South Hilo,19.87135,-155.11304,Hotel room,150,1,47,2020-08-13,1.10,2,365
28739,Eucalyptus Yurt and Botanical Gardens,123720,Michael And Jan,Hawaii,Puna,19.56221,-155.00997,Entire home/apt,130,3,16,2020-02-07,0.19,3,365
30236,$165 No owner fees - Kihei Akahi  Walk to Beach,130393,George,Maui,Kihei-Makena,20.71851,-156.4455,Entire home/apt,165,5,150,2020-02-27,1.72,1,1
30279,Quiet Luxury Condo 2 bed/2bath,130705,Anke,Maui,Lahaina,20.87562,-156.67456,Entire home/apt,220,2,25,2020-07-18,0.40,3,213
35084,Absolute Oceanfront Luxury Home w/ Pool & Hot Tub,150997,Hale Mar,Hawaii,Puna,19.59802,-154.93892,Entire home/apt,349,1,89,2020-10-11,0.85,1,225
36789,Ka awa Loa Plantation Guesthouse,158713,Michael,Hawaii,South Kona,19.4828,-155.90697,Private room,114,1,271,2020-09-19,2.26,3,0
36877,"S. Kona Studio, 2min from beach, spectacular view!",159123,Kris,Hawaii,South Kona,19.31725,-155.87776,Entire home/apt,118,1,163,2020-02-28,1.48,1,344
37099,RARE HAWAIIAN DIAMOND,85234,Kurt,Honolulu,Primary Urban Center,21.26977,-157.82282,Entire home/apt,125,4,217,2020-03-03,1.76,3,238
38634,Beautiful Oceanfront sunny Waikiki,165595,Yarden,Honolulu,Primary Urban Center,21.28505,-157.83788,Private room,193,2,286,2020-09-21,2.33,2,293
39299,Tropical Studio near Kehena Beach,168598,Nora,Hawaii,Puna,19.41177,-154.90617,Entire home/apt,90,3,235,2020-03-24,1.89,1,89
39898,Sugar Shack 3 in the Ke'ei District,12729,Kelly,Hawaii,South Kona,19.46088,-155.88159,Entire home/apt,113,30,116,2019-10-08,0.94,3,188
40298,"Scandinavian Chalet, Maui, Hawaii",173185,Steve & Jette,Maui,Paia-Haiku,20.91073,-156.22711,Entire home/apt,275,7,31,2019-10-28,0.30,1,191
40803,Stunning Luxury Oceanview Condo,176324,John,Maui,Kihei-Makena,20.75928,-156.45816,Entire home/apt,126,4,68,2020-03-09,0.59,1,252
46473,Sea Views 1 Bedroom Poolside “Ka’amaina”,207897,Carolyn,Maui,Kihei-Makena,20.72994,-156.45112,Entire home/apt,174,3,127,2020-03-19,1.09,5,331
46477,Seaside 2 bedroom 2 bath Oceanviews Ka’amaina,207897,Carolyn,Maui,Kihei-Makena,20.72981,-156.45006,Entire home/apt,250,2,163,2020-03-09,1.40,5,300
50724,Treehouse at Kilauea Volcano,233202,Mahinui,Hawaii,Puna,19.43012,-155.22449,Entire home/apt,239,2,448,2020-09-13,3.99,1,317
53165,Beautiful Waipouli Beach Resort G307 condo,247196,Anna,Kauai,Kapaa-Wailua,22.05992,-159.32237,Entire home/apt,299,4,82,2020-03-24,0.85,1,341
55000,"**Beautiful 2bd Condo w/ocean&mtn views,AC & wifi",259083,Morgan & Camille,Honolulu,Waianae,21.48132,-158.20231,Entire home/apt,125,30,48,2020-03-22,0.44,1,307
55990,"Haunani House, in the Village, no cleaning fee",265004,Todd,Hawaii,Puna,19.42698,-155.2339,Entire home/apt,160,3,30,2020-07-26,0.39,3,272
56024,Ohana House: Steps away from the Beach~Hanalei Town~Special Clean & Disinfecting,265302,Susan,Kauai,North Shore Kauai,22.20162,-159.50129,Entire home/apt,695,2,29,2020-02-04,0.24,4,147
57640,"Oma's Hapu'u Hideaway, in the Village, no fees",265004,Todd,Hawaii,Puna,19.4275,-155.2336,Entire home/apt,150,3,82,2020-08-03,0.69,3,265
57642,The Maid's Quarters Cottage with Gardens and Gazebo Hot Tub,265004,Todd,Hawaii,Puna,19.42711,-155.23421,Entire home/apt,150,3,56,2020-10-08,0.80,3,312
67263,Custom Secluded 2-Level View Home!,53836,Brad & Linda,Hawaii,South Kona,19.26867,-155.87671,Entire home/apt,95,180,0,,,6,342
67431,"Kehena Honey House, beach bungalow",1196996,David,Hawaii,Puna,19.39185,-154.93449,Entire home/apt,112,3,14,2019-06-24,0.15,1,365
68045,Turtle Bay Condo- Hale Honu,10363580,Jennifer,Honolulu,Koolauloa,21.69869,-157.99603,Entire home/apt,192,30,302,2020-03-18,2.58,3,2
69794,My Little Surf Shack in Kailua Kona,351008,,Hawaii,North Kona,19.72696,-155.98785,Private room,104,3,24,2017-11-29,0.22,1,354
71385,LUXURY GOLFCOURSE HOME W/3 SUITES,365193,Rhonda,Kauai,North Shore Kauai,22.21886,-159.47578,Entire home/apt,279,7,70,2020-02-17,0.62,1,356
74862,Oceanview Surfrider 1 Bedroom “Ka’amaina”,207897,Carolyn,Maui,Kihei-Makena,20.72916,-156.45055,Entire home/apt,169,2,181,2020-06-24,1.55,5,1
76320,"Garden Studio Cottage, 30 day min only",407196,Dali,Honolulu,North Shore Oahu,21.67991,-158.03526,Entire home/apt,99,30,93,2020-07-29,0.83,1,110
79790,"Heather's Ohana: Clean, comfortable, and cute!",430276,Heather,Hawaii,Puna,19.40495,-154.92252,Entire home/apt,75,3,58,2020-08-19,0.55,2,250
81582,STAY OHIA Volcano Private cottage !,442698,Elizabeth,Hawaii,Puna,19.43521,-155.21459,Entire home/apt,119,2,83,2020-06-20,0.75,2,0
82917,"AC CONDO, CAN'T GET ANY CLOSER TO THE OCEAN, Poipu",53363,Tarek,Kauai,Koloa-Poipu,21.87066,-159.44809,Entire home/apt,399,3,8,2018-03-12,0.08,4,300
83221,Enchanting Rainforest Hideaway on 2 Private Acres,451536,Connie And Andrew,Hawaii,Puna,19.53987,-155.00202,Entire home/apt,126,2,252,2020-03-20,2.19,1,352
84405,Napili Gardens #4: with AC |  Beach steps away,461037,Crystal,Maui,Lahaina,20.99463,-156.66437,Entire home/apt,253,5,17,2019-05-22,0.23,65,1
85701,Maui is calling.  Just steps from the ocean.,469871,Jan,Maui,Lahaina,20.9515,-156.68933,Entire home/apt,221,3,1,2018-03-05,0.03,1,237
87596,Garden Suite at Onomea,479545,Randall,Hawaii,South Hilo,19.81675,-155.10273,Entire home/apt,114,2,143,2020-06-28,1.26,3,290
88024,It's on the beach!,481631,Trish,Honolulu,Koolauloa,21.58968,-157.89074,Entire home/apt,95,3,69,2018-02-03,0.60,1,256
91091,Kauai Princeville Ocean Villas-1BR,492687,Tony,Kauai,North Shore Kauai,22.22126,-159.46913,Private room,500,1,7,2020-02-17,0.06,2,1
102918,Maui Kaanapali Ocean Villas-1BR,492687,Tony,Maui,Lahaina,20.93784,-156.68988,Private room,500,1,20,2018-09-30,0.66,2,0
104447,Waikiki Gem at Century Center,71120,Mike And Nicky,Honolulu,Primary Urban Center,21.29182,-157.83662,Entire home/apt,85,30,20,2020-03-28,0.90,5,0
104452,"The ""Shangri La"" at Fairway Villa",71120,Mike And Nicky,Honolulu,Primary Urban Center,21.2808,-157.82422,Entire home/apt,88,90,40,2019-10-03,0.42,5,305
112698,The Coconut Lanai in Seaview***,430276,Heather,Hawaii,Puna,19.40457,-154.92219,Entire home/apt,89,1,65,2020-04-30,0.62,2,316
118560,Tropical Garden Retreat on an Organic Mango Farm,295585,Heather,Hawaii,South Kona,19.49597,-155.92238,Entire home/apt,132,1,188,2020-10-04,1.64,3,192
125968,Brazilian Pepper Suite Quiet and Charming,7620,Lea & Pat,Hawaii,South Kohala,20.02678,-155.67889,Entire home/apt,115,30,26,2017-11-04,0.24,4,232
136396,Waipouli Beach Resort with Fine Art,204728,Vadim,Kauai,Kapaa-Wailua,22.06141,-159.32035,Entire home/apt,299,3,1,2018-11-04,0.04,1,250
139584,Large Studio with Ocean View- Permitted by County,680686,Beatrice & John,Kauai,Kapaa-Wailua,22.08681,-159.31712,Entire home/apt,130,2,253,2020-03-19,2.27,3,79
145804,Rose's Cottage with VIEWS,7620,Lea & Pat,Hawaii,South Kohala,20.02626,-155.67979,Entire home/apt,250,30,6,2020-02-03,0.06,4,203
152046,THE HAPPIEST SPACE - WAIKIKI SMILES,85234,Kurt,Honolulu,Primary Urban Center,21.27138,-157.82077,Entire home/apt,106,4,284,2020-03-21,2.53,3,322
152645,P'ville Studio-NOT a shared space,710680,Karl&Rachel,Kauai,North Shore Kauai,22.22274,-159.47746,Entire home/apt,88,3,162,2020-03-20,1.45,3,259
153304,2Bd 2Ba Spacious Princeville Condo,710680,Karl&Rachel,Kauai,North Shore Kauai,22.22233,-159.47659,Entire home/apt,155,3,105,2020-02-01,0.94,3,182
153397,3bd 3ba Princeville Resort Condo,710680,Karl&Rachel,Kauai,North Shore Kauai,22.22276,-159.47616,Entire home/apt,200,3,16,2018-09-25,0.16,3,146
154672,5 bed 3 bath house @ Mangolani Inn,743900,Mangolani Inn,Maui,Paia-Haiku,20.90874,-156.37628,Entire home/apt,1304,7,9,2020-01-03,0.08,4,358
155360,Paia Town Plantation Home,747055,Maria,Maui,Paia-Haiku,20.91703,-156.37934,Entire home/apt,227,6,33,2020-03-07,0.49,8,217
156949,Sealodge Ocean Front 2 Bdroom Condo,753999,Tim And Cathy,Kauai,North Shore Kauai,22.22793,-159.47481,Entire home/apt,183,1,239,2020-08-02,2.13,1,0
162600,A402 WAIPOULI BEACH PRIME OCEAN FRONT 2 BED SUITE,756093,Joshua,Kauai,Kapaa-Wailua,22.0604,-159.32064,Entire home/apt,318,1,15,2019-08-11,0.21,90,1
162724,Hale O'Kakuis,767016,Linda,Hawaii,Puna,19.57528,-155.04754,Private room,59,1,136,2020-03-14,1.23,1,336
164132,Ko Olina's LARGEST 3br Family Villa w/2 Masters,783033,Alfred & Deanna,Honolulu,Ewa,21.33419,-158.12098,Entire home/apt,546,6,48,2020-09-28,0.72,1,280
164963,PIPELINE solar home  min30daybooking,770461,Meleana,Honolulu,North Shore Oahu,21.66324,-158.05261,Entire home/apt,400,1,127,2020-03-27,1.14,9,330
168169,KONA  2 bedroom/1 bath condo with Oceanfront Pool,801306,Barbara,Hawaii,North Kona,19.62108,-155.98516,Entire home/apt,95,2,60,2020-09-24,1.26,1,1
168203,Lovely Kona Condo @ Alii Villas,7683071,Eric,Hawaii,North Kona,19.61977,-155.98575,Entire home/apt,95,3,92,2020-03-31,0.88,1,118
168205,Hale Ma'ukele in beautiful Volcano,801578,Mark,Hawaii,Puna,19.43014,-155.22807,Entire home/apt,190,1,240,2020-03-19,2.26,2,0
174078,"1 Week (7 nights) In Maui, Hawaii at the beach",831472,Ye,Maui,Lahaina,20.94822,-156.69067,Private room,299,7,6,2019-12-22,0.09,1,2
177939,Medium studio @ Mangolani Inn- Paia,743900,Mangolani Inn,Maui,Paia-Haiku,20.90874,-156.37628,Entire home/apt,250,5,44,2020-03-10,0.39,4,365
181179,Ocean View Coffee Farm Residence,868371,Albert,Hawaii,North Kona,19.64012,-155.95398,Entire home/apt,144,3,53,2020-03-31,0.49,2,216
181270,Ocean View Coffee Farm Guest Apt,868371,Albert,Hawaii,North Kona,19.64009,-155.95563,Entire home/apt,124,3,63,2020-03-30,0.57,2,299
181989,"Ocean Front Luxury Condo, free WIFI, Kuleana",872202,Nina & Anders,Maui,Lahaina,20.96091,-156.68265,Entire home/apt,204,3,194,2020-03-18,1.83,1,181
190090,Private Pool - 180° Ocean View - Minutes to Beach,917684,Sandra,Hawaii,North Kona,19.69636,-155.98461,Entire home/apt,306,3,55,2020-10-13,1.13,3,262
190231,"The Great Kona Escape  - Near Town, KOA,  Beaches",917684,Sandra,Hawaii,North Kona,19.69856,-155.98499,Entire home/apt,130,2,20,2020-03-06,0.44,3,286
192610,Gingerbread  House-Paia/North Shore Beaches,932861,Poni,Maui,Paia-Haiku,20.92259,-156.36915,Entire home/apt,250,1,230,2020-03-29,2.09,3,218
195220,"Spacious condo, Aina Nalu Lahaina A109",87832401,Lance,Maui,Lahaina,20.87385,-156.67565,Entire home/apt,149,3,85,2020-07-27,0.85,2,294
195296,~Seaside to Summit~Kona Hawaii USA~,949649,Trish,Hawaii,North Kona,19.67059,-155.98008,Entire home/apt,134,2,230,2020-10-04,6.07,1,0
197959,Penthouse Studio w/Sunset Ocean vws,965391,Babs,Honolulu,Primary Urban Center,21.28846,-157.8411,Entire home/apt,105,4,117,2020-03-19,1.10,1,121
198495,"Spacious, Airy Open-Plan House, Mins to Beach",968664,Wendy,Honolulu,Koolaupoko,21.4196,-157.75046,Entire home/apt,296,5,70,2020-03-21,0.68,3,289
198657,Home & Garden near Kailua beach,968664,Wendy,Honolulu,Koolaupoko,21.41899,-157.75184,Entire home/apt,296,5,65,2019-10-03,0.74,3,222
198734,"Nice, Big House near Beaches and Lava Fields",970293,Susan And Andre,Hawaii,Puna,19.40893,-154.92612,Entire home/apt,98,1,144,2020-01-11,1.37,5,233
200441,Kihei B&B Guava Suite,980100,Eva,Maui,Kihei-Makena,20.70864,-156.43666,Private room,179,1,26,2019-11-23,0.39,4,2
201618,"LARGE ocean-view home: 3br/13bd/4ba, pool+jacuzzi",986776,Bill,Hawaii,North Kona,19.60885,-155.96764,Entire home/apt,369,3,9,2020-04-01,0.38,1,3
202338,Volcano Artist Cottage,990626,Ira,Hawaii,Puna,19.43502,-155.22358,Entire home/apt,109,2,128,2020-09-16,1.30,1,329
204711,Kealakekua Bay at Manini Beach,997199,Jill,Hawaii,South Kona,19.47053,-155.92052,Entire home/apt,225,3,30,2020-01-12,1.10,1,0
205599,Lovely Ocean View Cottage  on Lush 10 acre estate,1010934,Richard,Hawaii,North Kohala,20.24323,-155.83506,Entire home/apt,165,2,59,2019-03-25,0.58,2,1
205622,Custom Home on 10 acres with sweeping ocean views,1010934,Richard,Hawaii,North Kohala,20.24386,-155.83461,Entire home/apt,350,5,32,2020-03-16,0.32,2,1
205804,Hoshidana Studio 1 Ke'ei District,12729,Kelly,Hawaii,South Kona,19.45906,-155.88178,Entire home/apt,98,30,6,2020-02-27,0.05,3,273
210058,Zen Vacation retreat House near Kehena Beach,498638,Elizabeth,Hawaii,Puna,19.40969,-154.92253,Entire home/apt,100,5,34,2020-03-13,0.31,1,120
210968,1 block to beach 3 Beds! Inquire Available Dates*,1040710,June,Honolulu,North Shore Oahu,21.67999,-158.03187,Entire home/apt,132,3,352,2020-08-24,3.19,2,0
216766,Heart of Lahaina ~ Beautiful Aina Nalu C14 -,1118742,Carol,Maui,Lahaina,20.87506,-156.67633,Entire home/apt,265,1,117,2020-03-15,1.08,22,299
217936,"Hale Ohia Cottages, Camellia",229854,Michael,Hawaii,Puna,19.42708,-155.23201,Private room,159,1,61,2019-03-31,0.63,12,279
218378,Lahaina Condo,547507,Kathryn,Maui,Lahaina,20.95846,-156.6849,Entire home/apt,225,7,8,2020-01-13,0.09,1,220
218666,Romantic Maui Oceanfront Condo,1131224,John,Maui,Kihei-Makena,20.79573,-156.50684,Entire home/apt,169,2,82,2020-03-04,0.87,2,313
221398,Thanksgiving @ MAUI WESTIN KAANAPALI 11/23 - 11/30,1148613,David,Maui,Lahaina,20.93818,-156.6912,Hotel room,225,7,2,2013-01-24,0.02,1,0
222203,Ka'awa Loa Plantation Guesthouse,158713,Michael,Hawaii,South Kona,19.48214,-155.90825,Private room,134,1,46,2020-03-09,0.59,3,356
223321,3rd Floor Vista Waikoloa - Walkable to beach/shops,1160890,Bonnie,Hawaii,South Kohala,19.91891,-155.88521,Entire home/apt,159,5,11,2018-01-26,0.11,1,1
223390,Sunset Beach Temple Treehouse  !!!,167085,John,Honolulu,North Shore Oahu,21.67189,-158.03736,Entire home/apt,209,30,246,2020-03-20,2.25,1,322
223837,Balinese Elegance Close to Beach,1164019,Justin,Hawaii,Puna,19.40296,-154.92769,Entire home/apt,156,30,316,2020-07-24,2.98,2,273
227594,Haleiwa -Slow Food /  Eco- Yoga B&B,1187199,Cab,Honolulu,North Shore Oahu,21.58017,-158.10863,Private room,125,1,366,2020-08-03,3.35,2,361
227803,Oceanfront Kona Reef Condo-60 feet to Ocean Waves,1188354,KonaDave,Hawaii,North Kona,19.6298,-155.98846,Entire home/apt,127,7,83,2020-03-31,0.80,3,261
230529,House of Bonsai Vacation Rental,1173582,Carolyn (Fung),Hawaii,Puna,19.42741,-155.22208,Entire home/apt,120,1,381,2020-03-20,3.51,1,2
233716,Aloha Maui,1223863,Anita,Maui,Kihei-Makena,20.75963,-156.45838,Entire home/apt,169,3,126,2020-03-14,1.20,1,0
234499,UPSTAIRS & FRENCH DOORS +TILE/GRANITE KITCHEN BATH,461570,Rory,Hawaii,North Kona,19.63926,-155.97933,Entire home/apt,69,7,123,2020-03-18,1.13,3,189
236330,"Oceanfront Condo, Wailua Bay",1038889,Stephen,Kauai,Kapaa-Wailua,22.05232,-159.33217,Entire home/apt,195,3,24,2019-04-10,0.23,1,2
238177,Aloha Crater Lodge and Lavatube,1249214,Shannon,Hawaii,Puna,19.42923,-155.22755,Entire home/apt,75,1,22,2020-07-10,0.47,7,0
238797,Kauai Wind & Waves Vacation Rental,1251758,Debra,Kauai,Waimea-Kekaha,21.96234,-159.70343,Entire home/apt,250,3,44,2020-07-19,0.90,1,263
239370,"★Waikiki Sunset Apt w/Free Parking, Wifi, pool etc",1255224,Asami,Honolulu,Primary Urban Center,21.27646,-157.82277,Entire home/apt,106,30,82,2020-03-25,0.83,2,311
245691,Nigori Suite with Semi-Private Lanai,929580,Wendi & Kona Dave,Hawaii,North Kona,19.68113,-155.97739,Hotel room,265,2,0,,,4,343
248735,OCEAN FRONT 2b/2ba Amazing Views! Princeville,7984,Ahlea,Kauai,North Shore Kauai,22.22793,-159.48309,Entire home/apt,295,2,147,2020-06-28,2.99,2,306
251343,Maluhia Guest House Welcomes Large Groups,1318188,Mililani,Hawaii,Puna,19.42971,-155.22143,Entire home/apt,315,2,70,2020-09-21,1.54,1,0
253282,NIHILANI PARADISE AIR CONDITIONED PRINCEVILLE 2A,756093,Joshua,Kauai,North Shore Kauai,22.22209,-159.48123,Entire home/apt,169,5,60,2020-10-19,6.77,90,0
253427,Recently Renovated Beach Condo on Molokai,1330563,Matt,Maui,Molokai,21.18884,-157.24787,Entire home/apt,130,6,62,2020-03-09,0.61,1,240
256422,GREAT STUDIO ACROSS FROM BEACH,1348821,Kurt,Honolulu,North Shore Oahu,21.68012,-158.03261,Entire home/apt,150,4,111,2019-09-14,1.05,1,2
257196,Treetop Mahina Suite,929580,Wendi & Kona Dave,Hawaii,North Kona,19.6799,-155.97702,Hotel room,221,1,3,2020-03-09,0.30,4,346
258691,Aloha Falls ~ Sanctuary in Hilo,1359866,Sierra,Hawaii,South Hilo,19.72214,-155.09789,Entire home/apt,205,4,55,2020-03-20,0.57,1,218
261972,Ocean Front 2 Bedroom in Poipu,1374533,Susan,Kauai,Koloa-Poipu,21.87339,-159.44482,Entire home/apt,600,8,0,,,1,9
262648,Beautiful Space! -- SuperHosts!,1378424,Lani & Sky,Kauai,North Shore Kauai,22.21943,-159.47145,Entire home/apt,149,2,331,2020-03-21,3.14,2,49
263442,Ocean View Cottage with Separate Suite,1382491,Micah,Honolulu,East Honolulu,21.30803,-157.70762,Entire home/apt,249,5,34,2020-03-11,0.34,1,274
266804,"Wailuku Guesthouse, Garden Ohana",1399029,Maureen,Maui,Wailuku-Kahului,20.88479,-156.49981,Entire home/apt,211,14,27,2020-01-17,0.33,5,0
268423,Cozy Surf Suite,1512250,Bill & Tracey,Maui,Kihei-Makena,20.76504,-156.45756,Entire home/apt,74,1,315,2020-10-09,2.91,1,117
270799,"Oceanfront Apt. with Private Lanai,  Safe & Secure",1417464,Cathy,Maui,Kihei-Makena,20.79739,-156.50439,Entire home/apt,165,5,165,2020-03-19,1.58,1,306
271025,Dragon's Nest en suite bathroom Pool/Sauna/Jacuzzi,1411093,Rae,Hawaii,North Kona,19.70712,-155.98595,Private room,120,2,53,2020-03-15,0.49,5,295
274808,Beautiful Aina Nalu  ~ Premier 1/1 A26 - $166,1118742,Carol,Maui,Lahaina,20.87364,-156.67402,Entire home/apt,199,1,87,2020-02-21,0.82,22,350
274810,"Maile, Restored Plantation House",1436625,Julia,Hawaii,Kau,19.20187,-155.47732,Entire home/apt,250,1,30,2020-01-04,2.10,8,0
274864,Market House,1436625,Julia,Hawaii,Kau,19.19918,-155.47829,Entire home/apt,250,1,10,2020-01-26,0.10,8,235
274899,Paniolo Cabin,1436625,Julia,Hawaii,Kau,19.20165,-155.47674,Entire home/apt,295,1,3,2019-12-31,0.09,8,365
274947,Pahala Plantation House,1436625,Julia,Hawaii,Kau,19.20008,-155.47566,Entire home/apt,850,1,13,2019-12-29,0.13,8,365
278204,Pu'u Koa Palms One Bedroom Apartment (52B),1452413,Stefano,Maui,Paia-Haiku,20.92887,-156.31764,Entire home/apt,120,3,60,2020-02-21,0.69,7,301
283017,Kealakekua Bay Bali Cottage -steps from Bay,1474347,Karen,Hawaii,South Kona,19.46996,-155.91992,Entire home/apt,175,1,530,2020-10-04,5.04,1,0
283375,Kahuna Banyanview Pool/Sauna/Jacuzzi Private Bath,1411093,Rae,Hawaii,North Kona,19.70621,-155.98515,Private room,88,1,50,2020-03-28,0.47,5,293
285009,Kamaole Beach Royale Aloha Apartment Ka’amaina,207897,Carolyn,Maui,Kihei-Makena,20.72168,-156.44423,Entire home/apt,149,2,181,2020-07-10,1.70,5,233
286807,Tropical Garden Maui Escape Retreat,1486449,Mary,Maui,Makawao-Pukalani-Kula,20.7195,-156.33792,Private room,301,181,16,2016-02-16,0.15,1,365
288161,Master bedroom in quiet Marina Home,1205120,Maggie,Honolulu,East Honolulu,21.28926,-157.71017,Private room,80,30,83,2019-04-11,0.91,4,359
288185,Attached Studio In Marina home,1205120,Maggie,Honolulu,East Honolulu,21.29047,-157.70857,Private room,80,30,109,2020-03-28,1.04,4,2
289022,"Ohia Mauka, Restored Plantation House",1436625,Julia,Hawaii,Kau,19.20351,-155.47793,Entire home/apt,175,1,3,2015-12-29,0.03,8,365
